Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth
Sandstone,0.865089808,502.0625892,Dome,0.798350173,4.066084034,4935
Shale,27.47364718,880.7877941,Anticline,0.174051111,0.029031305,3513
Shale,26.53749879,554.5745875,Anticline,0.960032538,3.548676389,3077
Sandstone,22.42538912,808.5740488,Anticline,0.364167863,0.391622781,3803
Shale,11.38850293,61.85131464,Fault,0.245219578,2.872137986,2188
Shale,14.5020671,241.5627086,Anticline,0.572767903,1.088126563,3920
Limestone,25.99282209,154.6962053,,0.178653651,3.681206935,4638
Shale,13.53855532,123.2162374,Dome,0.547900957,4.749216324,2357
Sandstone,11.65896871,303.4266478,,0.469751945,2.878731422,784
Shale,20.14763229,248.2586224,Anticline,0.19807712,2.595535919,665
Sandstone,28.30659437,718.5545593,Dome,0.610522556,3.953295255,2763
Shale,25.09657174,127.5318075,Fault,0.59937561,2.582803995,4139
Limestone,27.92694433,100.4484905,Dome,0.792236167,3.135807246,3963
Sandstone,16.99554497,65.83431801,Dome,0.163637109,3.999852799,1101
Limestone,26.22327354,931.2000444,,0.630049902,3.924267665,1587
Limestone,3.827044541,719.9354182,Dome,0.019419696,1.50511638,1598
Shale,19.64127226,476.5827107,Fault,0.87336509,1.114929824,4648
Sandstone,3.73942287,668.1094492,Dome,0.22255371,3.718188328,4018
Sandstone,20.39114336,968.5450433,Fault,0.572993278,1.188942106,1334
Limestone,8.149925741,58.51429344,,0.854216742,0.931108047,4090
Shale,19.68165066,294.667415,Anticline,0.90334785,1.184089573,2755
Sandstone,15.86173257,967.8944888,Anticline,0.50591734,4.43377703,1037
Limestone,18.00844382,260.3510146,Fault,0.717921323,1.369846732,1378
Limestone,21.30397922,657.6615063,Dome,0.938079363,3.29612794,4710
Shale,18.5379468,977.3916917,Fault,0.078205657,1.170803701,4352
Shale,3.540180799,85.20789625,,0.749746359,3.918187767,4075
Limestone,3.112690306,777.6681826,Fault,0.998295174,1.578190636,2034
Limestone,15.91419562,358.8834084,Dome,0.157375443,0.087416437,720
Sandstone,10.16249713,823.1576447,,0.230174634,4.822958049,592
Limestone,6.911599182,292.286139,Anticline,0.095096669,0.317940212,2442
Sandstone,18.68196847,910.9680259,Fault,0.987456617,4.35817752,4828
Sandstone,16.49592535,375.8711622,,0.468306927,0.502146672,2763
Sandstone,1.671205083,653.1069962,Dome,0.15892755,2.579695032,2755
Sandstone,8.81383412,307.2924774,Dome,0.126791512,4.795233359,1145
Sandstone,5.419100938,886.5585664,Dome,0.210890305,3.618481987,1091
Sandstone,18.48721948,480.061584,,0.200367095,3.264287578,4470
Shale,13.27099599,587.1447959,Fault,0.415890213,3.20017312,4500
Sandstone,18.56805488,452.2808523,,0.24725109,4.283625972,1222
Shale,29.22742962,204.5722582,,0.980385349,0.512351332,3523
Shale,12.083275,927.5894987,Dome,0.43905304,3.778304524,635
Sandstone,16.23008697,701.0579088,,0.574805225,1.264595384,4189
Shale,10.76606073,118.3544683,Fault,0.137878219,3.24172238,4724
Limestone,4.279630544,973.3068715,Fault,0.797704562,0.304916586,3930
Shale,13.96517,480.0510222,Fault,0.660750555,4.14751637,721
Sandstone,16.11250367,935.8610441,Dome,0.245484107,1.142300225,2857
Limestone,5.043543852,163.6133249,Dome,0.819917019,3.582862293,1189
Sandstone,15.69474002,116.7313054,,0.688639619,0.157539876,4141
Shale,24.9671732,285.8738705,Dome,0.713215646,0.520948019,4590
Sandstone,28.77336876,896.3308303,Dome,0.863849183,3.476948755,1286
Limestone,18.10757363,299.8311653,Anticline,0.158427149,1.402337355,4178
Limestone,27.26596219,645.6742638,Fault,0.671391005,0.290693,2802
Sandstone,22.55383762,287.8447053,Dome,0.484139127,0.045159035,3150
Limestone,16.11123944,79.73925917,Fault,0.298353631,1.956950132,3185
Sandstone,9.600819497,934.7173008,Anticline,0.752671749,1.334033377,621
Limestone,5.085122756,624.004205,Dome,0.979029359,0.450642701,2144
Shale,9.041753873,538.662191,,0.606297472,3.03716588,4961
Limestone,21.417028,328.6216188,Fault,0.83720991,1.757308962,3769
Shale,17.15036635,274.4269289,,0.439728638,0.776849571,4651
Sandstone,24.89087053,846.0210393,Fault,0.473496987,2.231222051,4994
Limestone,29.75495377,598.5429243,Dome,0.25374872,1.537034628,1891
Limestone,12.70643748,147.7620001,Anticline,0.000175516,3.763908215,1297
Shale,8.538011469,25.21601876,Anticline,0.494885641,3.432476744,4159
Shale,14.4595856,634.5558868,,0.251652816,4.121158742,4995
Limestone,25.66930992,811.7354593,Fault,0.114952717,1.745203062,2462
Limestone,22.33790928,904.7514063,,0.883268347,0.795604714,2477
Sandstone,20.314349,344.3036611,Dome,0.098015432,4.394130693,3239
Shale,9.738263943,890.7031664,,0.947697389,0.486509244,2801
Sandstone,25.35036711,741.7757351,Anticline,0.94172807,1.422422396,3238
Sandstone,9.444774881,396.084548,Dome,0.136774788,2.144724989,2833
Limestone,4.306342678,434.9888361,Dome,0.921540943,0.762144956,3367
Shale,12.13935085,237.4001039,,0.080192161,3.996978712,2478
Limestone,7.776460013,868.2802888,Dome,0.928285012,1.830071764,3740
Shale,2.400548093,576.9392747,Fault,0.51611285,3.354174502,542
Sandstone,24.02408064,88.36163528,Anticline,0.575267294,0.304051307,3519
Limestone,16.22272506,101.186186,Anticline,0.410639632,4.861596279,2863
Sandstone,11.08173493,339.4025217,Anticline,0.660735368,3.748570866,4180
Limestone,5.04781333,388.7083273,,0.604326612,0.552982283,648
Shale,26.12014405,898.219466,Anticline,0.503050259,1.252524346,818
Sandstone,20.70077472,85.88486759,Anticline,0.931603323,4.847932345,3753
Limestone,7.724369284,699.8449293,Dome,0.529021341,2.128231665,1699
Sandstone,18.59243563,275.3735447,Dome,0.879413175,3.836440978,2989
Sandstone,7.768848151,369.5102126,Dome,0.192517022,0.009578531,3472
Sandstone,26.80783759,503.3402189,Dome,0.965551775,0.111831115,4157
Shale,0.160384826,269.0714515,Fault,0.287746513,1.967572101,1943
Limestone,3.493767914,369.6871032,Dome,0.214039692,3.091565407,2569
Shale,23.58994966,746.9797108,Dome,0.647808798,1.357549634,4854
Shale,26.33076536,49.22361507,Dome,0.134755911,1.692815045,4772
Limestone,0.022431251,257.6409082,,0.311998614,4.742000877,704
Sandstone,5.426235733,449.5307943,,0.555392179,1.161253232,2276
Limestone,21.93031047,769.6672249,Dome,0.380887148,3.164311384,3215
Sandstone,9.69299105,555.4506667,,0.757032054,3.031245434,2460
Shale,19.62480463,127.0434206,Anticline,0.985502292,4.511476444,2719
Shale,28.62126795,272.0876762,,0.84294064,4.417600468,677
Shale,10.0903718,446.8159896,Anticline,0.742703438,4.160532426,4327
Shale,9.550560664,765.3035058,,0.897474718,0.617214767,2232
Shale,21.46862151,393.0524037,,0.017620003,1.240301348,1941
Shale,11.64175423,913.8824632,Fault,0.220012599,4.414878675,776
Shale,1.69450272,735.4487596,Dome,0.029058212,0.263447182,2579
Limestone,5.156295364,257.2310357,Dome,0.767595118,4.016563782,4530
Limestone,1.874392841,364.9264639,,0.134467553,2.138874479,567
Limestone,22.77932565,734.6702379,Fault,0.335514346,0.987719443,4889
Limestone,2.869220881,990.3838351,Dome,0.249620338,1.992351224,3414
Limestone,12.4648019,473.0581047,Fault,0.057945656,4.461524422,2387
Shale,3.289088476,21.72060146,Anticline,0.079636997,3.710890107,3187
Sandstone,12.31487382,263.1454147,Anticline,0.926481101,0.906223858,3154
Sandstone,21.22278825,959.4204745,,0.406821332,2.659225417,3912
Limestone,10.37190757,603.7416203,Dome,0.074573523,2.502177125,1983
Shale,4.906613836,698.7819873,Anticline,0.536718627,2.786662124,4386
Shale,11.61549822,107.4051254,Dome,0.871514291,3.726611887,1055
Limestone,11.75903221,521.5750834,,0.83717457,1.138341503,4932
Limestone,21.16470074,795.6664593,Dome,0.155936639,2.430310622,1837
Sandstone,7.226341911,269.4781983,Anticline,0.561549073,4.863459639,849
Limestone,26.17559855,497.6433233,Dome,0.616380026,3.540750523,3484
Limestone,13.33584759,22.71709923,,0.83557469,3.107978855,2320
Sandstone,26.73954619,546.503882,Dome,0.497257237,1.166799258,4920
Sandstone,11.31023136,317.64669,Dome,0.628240426,2.570194246,3188
Limestone,20.84755139,827.5568094,Anticline,0.090775819,4.981992659,3005
Shale,3.228425543,158.9684431,Anticline,0.70092897,4.900105474,1616
Sandstone,17.7916857,890.9359268,Fault,0.470323826,0.193451273,2028
Sandstone,14.3887529,107.6071461,Anticline,0.909471069,4.19954166,2731
Sandstone,19.03669403,446.8403818,Dome,0.960741822,2.869274165,972
Limestone,13.2675683,756.0354516,,0.310236852,4.120812695,4488
Shale,15.19369131,109.6778223,Dome,0.447162111,3.12165195,1737
Limestone,26.45926665,712.2410351,Fault,0.436208764,4.851697064,3899
Shale,26.53065451,428.6952445,Fault,0.151673141,1.553949636,4461
Sandstone,21.4541033,602.3858069,,0.271749787,2.94842344,1810
Limestone,12.40933694,88.86505536,Fault,0.978067309,2.935635872,2311
Shale,10.98339354,966.0285001,Anticline,0.673734927,1.970950434,2061
Sandstone,24.36232833,788.1529798,Anticline,0.136901406,1.926253592,2657
Shale,9.291876653,850.7675903,Anticline,0.38151986,0.569153287,2942
Shale,2.256060863,715.3862374,Dome,0.066325611,2.922492398,3641
Sandstone,13.70453414,348.6653404,,0.843206392,3.801052611,4371
Shale,25.15198914,983.6588885,Anticline,0.137493355,1.975168161,1223
Shale,19.08205261,65.3407109,Fault,0.645105677,3.930880525,4588
Sandstone,12.23668826,368.4192984,,0.070109639,1.400924006,3281
Shale,20.27283879,76.77570573,Fault,0.497351323,2.73591541,1360
Shale,6.286038719,681.9939727,,0.774468196,4.4153385,3858
Limestone,9.084896669,316.4798489,Dome,0.527109825,0.937500732,2786
Limestone,16.6190985,338.3185126,,0.734953158,4.240343908,3477
Sandstone,6.788257524,964.6582328,Fault,0.817080387,1.685938474,4603
Shale,26.73065049,44.72208135,Dome,0.29794926,2.243465685,1734
Shale,12.43302141,158.4537377,Dome,0.727173726,1.126679915,4257
Shale,11.37382975,669.5878355,Dome,0.704291402,4.915967049,3147
Sandstone,10.48755587,673.039814,Fault,0.317962928,3.606206375,1784
Shale,19.15051732,318.6418718,Anticline,0.036273235,1.380620392,4422
Sandstone,25.49812474,401.9466562,Dome,0.911684436,3.381174781,3729
Shale,17.51779618,334.8625148,,0.512522639,2.092397889,2519
Shale,20.99115618,357.030092,Anticline,0.231096478,2.92942065,737
Shale,3.913542298,384.5552838,Anticline,0.811552931,0.500391569,2448
Sandstone,8.250743175,322.0297491,Anticline,0.72285418,1.056579795,3481
Sandstone,25.67468721,276.2325119,Dome,0.436996576,3.757312678,1477
Limestone,21.89979674,891.9761158,,0.923170436,2.690944723,3940
Sandstone,1.776699162,732.3661575,Dome,0.675400221,4.619182145,3284
Limestone,24.40847178,78.97147887,Fault,0.734057104,2.687311851,980
Shale,24.72803958,715.7414984,Anticline,0.93508768,1.36115971,1852
Limestone,0.927926442,305.4180832,Fault,0.977911563,2.165272759,4880
Sandstone,16.63012423,543.0053144,Dome,0.973950208,1.67983322,2487
Sandstone,17.93519961,163.0733126,Dome,0.145211687,2.949412255,2642
Limestone,3.474692467,815.3911712,,0.366122979,0.302988482,2656
Sandstone,14.92549281,440.5337933,,0.480190077,1.286323931,952
Limestone,9.382821823,197.2354772,Dome,0.321449518,1.395981167,2899
Sandstone,29.22914889,380.6273569,Dome,0.977680088,4.638380796,4235
Shale,17.91877261,460.0362791,Fault,0.583740225,3.319934309,1082
Sandstone,2.13540709,121.2795667,Dome,0.180865055,4.38790814,2807
Limestone,14.65627399,4.171123886,Dome,0.859726933,1.846272371,3974
Shale,16.5315286,875.3345946,Dome,0.514241968,3.005639961,2861
Limestone,19.69157578,368.717552,Anticline,0.941601039,3.215730714,2727
Shale,14.44767421,692.1891651,Fault,0.567309631,4.693181582,4053
Shale,22.81819744,826.4429699,Fault,0.692618692,4.556207505,621
Sandstone,21.91248795,271.147992,Fault,0.459731465,4.071666936,4670
Limestone,17.47601332,489.2425377,,0.810619866,1.319792341,655
Limestone,28.82144255,730.1857139,Fault,0.838299553,3.785290964,4162
Limestone,11.21424327,802.8764835,Anticline,0.509654416,1.726926174,3036
Shale,11.93652527,799.8787352,,0.211254731,3.727151335,3567
Shale,8.115653405,293.9728197,Dome,0.790856178,2.857743874,4393
Shale,12.95755593,365.6384921,Fault,0.915883534,4.355406279,1407
Sandstone,1.437416037,158.1162605,Dome,0.516870352,1.272454538,1564
Limestone,29.81351926,488.6089189,Fault,0.200049233,3.437711303,1974
Sandstone,23.67288335,941.0052471,Dome,0.219997153,4.355912977,2283
Sandstone,13.8019235,347.2937915,Anticline,0.238852035,1.924149874,4221
Sandstone,26.51200166,251.2629597,Anticline,0.631059332,3.648206828,1541
Sandstone,2.768070137,565.5575483,Fault,0.907719023,2.836386857,909
Shale,15.42681034,272.2732239,Anticline,0.128761544,4.353598383,1826
Shale,10.55789312,212.9682022,,0.363191246,3.978492046,4122
Sandstone,10.00982672,665.4677273,Dome,0.873823737,0.652866654,4472
Limestone,4.3018611,46.07076272,Dome,0.164946661,3.89505761,1371
Sandstone,3.24232481,681.5743746,Anticline,0.433094505,1.255891059,4101
Shale,12.32427003,633.0267166,Dome,0.843125974,0.996662299,4116
Sandstone,1.055238946,304.5969761,Anticline,0.522992277,1.359520222,880
Limestone,19.23074573,346.7648761,Dome,0.310277836,2.557654722,2699
Shale,2.602459065,855.6556642,,0.752987693,4.492471525,2659
Shale,16.36746365,872.7014453,,0.96198262,3.122708987,2707
Sandstone,21.82431234,156.7453423,Anticline,0.650179222,2.786431635,657
Limestone,13.98348878,407.218892,Anticline,0.948472819,2.43733287,1558
Sandstone,0.220024525,30.44687577,Dome,0.938406032,3.70197015,1064
Shale,15.27473897,32.98603527,Anticline,0.794929517,3.288158011,548
Limestone,20.23198955,112.9864118,Anticline,0.705687646,2.136258007,2467
Limestone,12.06824302,140.5627259,,0.132111401,1.898250719,3059
Limestone,23.65198593,578.3717911,Anticline,0.360999253,4.910876275,1859
Limestone,4.140464611,132.934744,,0.46827093,4.20845048,2524
Limestone,11.58635978,731.4898888,Anticline,0.032601772,0.677750603,4620
Shale,21.78568452,719.1452088,Anticline,0.885060876,1.333785641,1690
Limestone,25.47537017,761.5141809,,0.584491542,0.169363301,4866
Limestone,15.38938049,555.1444774,Fault,0.949521376,4.490098706,2578
Limestone,28.03260651,395.8588457,Fault,0.488586053,1.614393823,1903
Shale,6.653459346,773.8737477,,0.724522002,0.694615062,3950
Limestone,11.18999507,434.7524054,,0.400554598,1.832558778,1502
Sandstone,25.46771608,742.9879987,Anticline,0.595078936,1.017137511,2079
Shale,8.696420386,931.6764874,Dome,0.451918075,2.234094689,3019
Shale,27.75864584,225.1424609,Fault,0.472941864,1.288873466,1704
Shale,12.42394544,438.4928331,Dome,0.56010515,0.973136455,2367
Sandstone,27.99988257,324.103928,Dome,0.683847208,2.516290416,2197
Shale,12.00088908,95.59068935,,0.34365858,2.383371644,4231
Shale,9.695827496,999.091677,Anticline,0.736262768,3.499437893,998
Shale,6.026315404,699.8594005,Fault,0.04515834,4.106332347,1188
Limestone,26.04609227,116.3121331,Fault,0.762120975,3.674803425,2389
Shale,6.468292957,721.9667028,Fault,0.13639004,0.351422103,2777
Sandstone,14.48553823,33.03063361,,0.939564703,1.155576524,944
Shale,19.7329615,172.6850129,,0.83559403,0.728940176,1391
Sandstone,16.79152308,381.3148401,Fault,0.674594236,2.82407891,1653
Sandstone,7.979930793,704.2381403,Anticline,0.160883368,3.806321406,2554
Sandstone,19.2832965,210.6167565,,0.596340765,2.317474436,1034
Shale,11.82270458,66.13456694,Fault,0.857239916,4.838200328,4669
Sandstone,15.11065828,623.3499148,Anticline,0.567920503,0.85806274,1891
Shale,18.17778586,648.9970134,Fault,0.145043272,1.656132581,2327
Sandstone,21.78333778,225.4360394,Dome,0.424159683,1.253205591,2536
Limestone,26.61128233,722.9245549,Anticline,0.95619987,0.710772093,1098
Sandstone,6.609572959,646.3182982,Fault,0.44490005,1.366669799,1214
Sandstone,23.32366402,523.1710803,Dome,0.044721929,3.516565407,4247
Limestone,26.29841481,754.477092,Dome,0.387816543,4.51346489,1965
Limestone,15.28969352,5.339723716,Fault,0.161373372,2.715121146,2172
Limestone,14.61636021,623.538592,Dome,0.088851485,1.548296542,3179
Sandstone,22.34475227,569.5818297,,0.072589643,3.860998276,3637
Limestone,22.70782978,926.2164906,Dome,0.856143598,0.966778429,2188
Limestone,13.06934371,742.9787757,Dome,0.10988197,4.667209149,2553
Limestone,23.04016306,425.4059059,Fault,0.327333626,4.097497915,3416
Sandstone,3.056752619,94.36045876,,0.575910758,4.966324841,664
Sandstone,1.480486911,771.8932733,Fault,0.363761555,3.388895894,3465
Shale,13.21720584,111.3731443,Dome,0.748275374,0.737671695,1768
Limestone,12.27255446,121.8787677,,0.108122607,0.585282295,4667
Shale,9.291997468,676.0695099,Dome,0.219771917,3.142913983,2215
Limestone,21.17277153,549.8151869,Fault,0.154897685,1.766657182,3778
Shale,2.460710556,42.45780508,Fault,0.884111954,3.991758577,3417
Shale,3.162158579,163.7536764,Fault,0.561854684,4.090136616,4014
Shale,19.74164952,52.83019552,Fault,0.281535111,3.188266419,2840
Shale,26.71408722,48.63546111,Anticline,0.386782298,4.715110579,2148
Sandstone,20.32390063,136.0926231,Dome,0.488994881,1.478553851,2282
Limestone,28.85664716,425.2193273,Dome,0.003293229,2.356123756,4307
Shale,15.6637948,37.11650788,Dome,0.873899368,1.093921855,569
Sandstone,29.51719092,415.2834202,Dome,0.135510602,0.664442446,3089
Sandstone,14.36105162,579.1163836,Anticline,0.921745678,4.434465466,729
Limestone,24.51573152,808.26959,Anticline,0.40767109,3.339551506,3090
Sandstone,13.32345739,723.8858283,Dome,0.946381847,4.437943561,2362
Shale,28.43590326,699.478254,Anticline,0.941541965,2.125232969,3716
Limestone,13.1552405,803.2914813,,0.489466657,3.846250901,3273
Sandstone,15.08250575,921.4016441,Dome,0.951529836,2.534691394,874
Shale,4.190771178,417.9305724,Dome,0.322471113,4.342720837,1800
Sandstone,15.65200257,411.3984531,,0.81186662,3.040676165,2852
Sandstone,16.02419088,9.023832012,Fault,0.626256081,0.341812499,2929
Sandstone,22.13641246,16.72024439,Anticline,0.889724741,2.292792411,3268
Limestone,6.396117942,526.1603699,Fault,0.531662473,1.128515352,4697
Sandstone,20.01995549,835.8568946,Dome,0.525957099,1.912012481,882
Shale,24.28108633,494.0792205,Anticline,0.748713097,1.538969237,4177
Sandstone,29.51195562,86.75643534,,0.511463924,2.054769172,2468
Limestone,27.80749039,215.0411789,Dome,0.270953732,2.536620746,899
Sandstone,26.68729855,515.0124096,,0.953187644,0.513980115,3912
Shale,1.671839571,436.4045285,Dome,0.516998583,1.633014401,2755
Sandstone,0.940280066,93.00533036,Dome,0.237184462,0.334755892,4672
Limestone,12.23813455,350.721241,Fault,0.032037267,1.311706828,3340
Sandstone,6.279654481,507.1814647,,0.136974501,4.786297781,3617
Shale,14.92587948,25.15386571,Dome,0.98166565,1.491032407,832
Shale,6.037913644,947.8890629,Dome,0.446975569,4.167617211,1274
Limestone,25.98877308,296.3066752,Dome,0.831913313,4.235331891,4155
Shale,21.75861253,990.5413732,,0.038661814,1.0429666,3917
Sandstone,8.647547315,834.3011032,,0.253378595,2.982102473,3676
Limestone,17.54515895,927.5760477,Anticline,0.575738932,0.960313075,670
Sandstone,24.39442966,884.9892497,,0.676104643,4.967081786,4148
Sandstone,1.852871589,699.5094689,,0.629908552,0.055462468,2517
Limestone,16.70516084,596.0849552,Anticline,0.121344157,4.690994577,1919
Sandstone,4.070649534,451.9562628,,0.183293364,4.923327472,4691
Limestone,28.14161561,974.6972236,,0.294903253,0.875250672,3979
Limestone,3.074889876,615.511456,,0.773669771,3.586722592,1875
Sandstone,12.95968114,223.5255761,,0.567761122,1.523127848,4572
Limestone,3.109101794,911.8615086,Dome,0.9155374,1.920061628,3111
Limestone,20.14218218,728.6577999,Anticline,0.07520879,3.567095305,2833
Sandstone,1.228018331,899.9574246,Anticline,0.680421626,1.448230052,2007
Sandstone,19.29182981,141.4442464,,0.404832196,3.805040642,3556
Limestone,15.60695882,897.1503408,Anticline,0.964859919,0.139679022,3180
Sandstone,13.22217123,470.8181882,Anticline,0.710253584,0.244164668,2748
Limestone,2.694663883,918.9838616,Anticline,0.274036046,1.977693739,4842
Sandstone,28.44754613,170.9601971,Anticline,0.609870918,0.956696015,1074
Sandstone,22.1960348,703.8046359,,0.90228157,0.651746033,3706
Shale,0.438269913,160.2308755,Dome,0.206781559,0.632326891,1401
Shale,0.263316358,424.9718965,Dome,0.877046925,0.22991208,3888
Sandstone,7.70041775,888.8979799,Anticline,0.354240199,1.605438797,2894
Limestone,2.131122642,950.2305301,,0.228087768,1.236690785,1034
Shale,14.56892202,275.6943971,Fault,0.75119179,4.604329765,1932
Shale,6.211712501,573.7034121,,0.43708912,0.313855782,2933
Shale,14.96913351,633.3009466,Dome,0.596192971,1.59686163,3431
Shale,28.43388198,693.9240201,Fault,0.041935875,1.286843649,949
Shale,7.30915708,519.0964166,Fault,0.89748652,2.256649578,2578
Limestone,23.81680085,932.5135097,Dome,0.817995381,3.934559667,1365
Sandstone,16.00435428,456.6138602,Fault,0.707531301,2.93233337,2033
Sandstone,29.68295297,37.483859,,0.313009219,2.434215829,1446
Limestone,16.03982769,267.8048694,Anticline,0.989316184,3.31243698,1480
Sandstone,23.10063685,196.9844263,Dome,0.903732536,3.848290983,3434
Sandstone,0.572975981,105.5331691,Fault,0.645971955,2.439208217,3309
Limestone,2.739264076,26.39526449,Anticline,0.523258048,2.500325959,3460
Sandstone,0.740098636,297.4207341,,0.163690284,4.983473188,680
Sandstone,10.84821955,427.730523,Anticline,0.443999021,0.612099997,510
Shale,15.60404543,703.6020016,Dome,0.503218051,3.428034312,2647
Shale,28.29524469,527.6987523,,0.410585299,2.15914498,2590
Shale,15.61348212,715.361291,,0.573769306,2.486991757,1970
Shale,20.72178945,13.58244313,Fault,0.26315026,4.752135748,4451
Shale,8.065707387,352.2960864,Fault,0.505420927,3.843147546,3889
Sandstone,25.90923157,922.5131754,Fault,0.301045866,0.707526505,1069
Sandstone,5.14194937,32.29046344,Dome,0.83266595,3.480940896,3270
Sandstone,18.56240947,842.9444589,Fault,0.696173515,2.059095012,1713
Shale,21.43687038,743.8458171,Fault,0.224494688,1.166163421,1037
Shale,12.41482396,639.0874561,Fault,0.221489725,4.505943839,4950
Shale,29.60090388,588.7255316,Dome,0.67335623,2.333364095,2124
Sandstone,1.894208788,608.1020984,Fault,0.163222086,2.137804501,4769
Sandstone,17.11228474,963.5207944,Anticline,0.064704197,1.119049625,2529
Shale,19.81160515,10.96100059,,0.710798411,0.230365659,2652
Limestone,28.07247785,773.5353615,,0.177145034,4.949142452,4626
Limestone,18.99255379,925.8148918,Fault,0.950251194,3.261484418,868
Sandstone,28.35921121,212.1887844,Anticline,0.547788335,1.234924589,2435
Sandstone,29.26119831,662.0316084,Fault,0.03065949,3.194039341,2443
Shale,5.313814326,295.5707624,Dome,0.374419177,0.658203079,880
Limestone,1.640538623,837.4525692,Dome,0.121583307,1.582140436,3900
Sandstone,25.6039666,994.4365715,,0.848229133,4.673863254,2009
Sandstone,17.54792682,676.2159968,Fault,0.15804232,3.637357412,3097
Shale,8.808971753,390.1635825,Anticline,0.738809115,1.412529506,2591
Limestone,16.70046158,916.2330473,,0.759555604,4.765874256,3095
Shale,23.18012964,211.1761679,Fault,0.380344171,2.878905074,2015
Limestone,2.434926734,931.0882566,Fault,0.885440849,3.079216779,841
Limestone,14.97596841,579.358239,Anticline,0.504578003,3.389642112,3481
Limestone,27.09281184,846.4410491,,0.62579784,0.670091611,4271
Limestone,9.57135223,980.4339459,Fault,0.347533863,3.914507247,3981
Sandstone,16.26081209,412.1441908,,0.600713644,2.314757998,1747
Sandstone,9.411195362,803.831512,,0.874762524,0.876353011,3200
Limestone,26.96363669,557.3681773,,0.030316604,0.522626905,1470
Shale,18.78294306,157.0878701,Anticline,0.900377729,3.708884556,4839
Limestone,3.358037344,279.9860128,Dome,0.631136896,2.258845587,2327
Shale,17.80945755,338.0554384,,0.093919857,0.159601709,2736
Sandstone,21.95619759,269.0577429,Dome,0.178878739,2.026239956,1745
Limestone,20.82052242,95.9514122,Anticline,0.537828279,4.499750734,775
Sandstone,15.10540534,254.6269653,Dome,0.023348161,4.182609919,4635
Shale,26.31929209,548.2637731,Anticline,0.587317172,1.401449755,4667
Limestone,25.86228428,261.3728213,Dome,0.170331634,2.251734747,3032
Limestone,27.07626345,264.9796929,Dome,0.614448942,1.667322142,772
Limestone,1.042198423,288.5317938,Dome,0.38073806,0.049998977,2336
Limestone,7.388580564,941.1944493,Fault,0.822744031,2.606769876,910
Shale,3.485417228,690.8480196,Anticline,0.17405033,0.987734402,3369
Shale,2.821794607,659.8707887,Fault,0.561344448,1.428278172,2961
Shale,16.93919574,556.4963719,,0.368163514,2.770010408,2048
Shale,4.329276022,522.4130291,,0.682200606,0.220042577,1954
Limestone,27.97044425,21.00351099,Fault,0.557277563,4.447870672,3938
Limestone,9.317310467,678.2330349,,0.264188573,2.361330234,740
Limestone,7.206582996,580.2419513,Fault,0.410164315,4.836036508,4530
Sandstone,23.51785765,633.6700231,Dome,0.026724504,4.685974636,1549
Shale,13.42500743,128.191943,,0.033380703,3.36560569,4340
Limestone,12.62283605,352.950052,Fault,0.167103164,1.096413739,711
Shale,7.852533004,981.5974507,Anticline,0.27885053,1.801371501,3245
Limestone,20.87644723,619.5279889,Dome,0.486594175,2.699603011,3742
Sandstone,7.60752351,941.6915483,Dome,0.402895611,4.502249931,4197
Sandstone,14.29579412,594.1570017,,0.352527127,1.970780901,1712
Shale,1.79775466,131.4938586,,0.282427266,0.240931872,1296
Shale,11.14639534,89.3984088,Anticline,0.310237861,3.11214076,1380
Shale,15.82487834,985.7589573,Anticline,0.689074334,0.520396354,1598
Limestone,19.06895996,682.9622374,Anticline,0.699397107,1.345949456,3073
Shale,26.13945742,423.6524473,Anticline,0.120012956,2.925825933,2627
Sandstone,21.44698602,291.0042212,Dome,0.184627207,4.885259297,500
Limestone,29.52356651,804.7280631,Dome,0.980630125,0.180672699,3493
Sandstone,0.87371355,151.9399566,Dome,0.668061127,3.084648025,2909
Shale,21.99010859,266.9794537,Fault,0.143298343,2.534420331,4105
Sandstone,15.24506419,407.9242583,Fault,0.290701261,2.706259814,3735
Sandstone,19.96095625,517.9151273,,0.848294266,1.673831709,795
Shale,27.74930845,300.1672462,Fault,0.320503394,0.895951648,4360
Limestone,20.22022069,994.70446,Dome,0.254577318,3.376606547,2724
Limestone,23.31997542,52.7316605,Anticline,0.357030543,2.759833607,2942
Limestone,6.53186699,598.1980369,Anticline,0.796469628,2.298451461,3930
Limestone,3.398092592,877.7612327,,0.163130915,1.273710357,4937
Shale,4.337391307,778.7146064,Dome,0.282322397,1.47452558,3150
Limestone,0.081244495,377.0121079,Anticline,0.489401585,0.935235824,2770
Limestone,14.18476875,532.6377909,Anticline,0.463932454,4.621016479,2985
Shale,3.140279116,587.9249669,Anticline,0.300409859,2.292255305,3585
Limestone,18.58044747,562.1936971,,0.073930391,3.975263034,2306
Shale,22.60830394,154.5206319,Anticline,0.335627957,2.759834639,3917
Shale,22.91569501,480.2915864,,0.851930749,3.074721808,1938
Sandstone,7.177765883,923.3591333,Anticline,0.392759135,1.554423503,4754
Limestone,20.42859874,192.7999583,Anticline,0.716359786,0.786790876,3941
Sandstone,4.610524074,752.6895644,,0.160253594,1.776463284,1850
Shale,26.87378619,702.2515804,Dome,0.745674042,4.500870104,3169
Sandstone,1.40977503,851.259715,Dome,0.398451304,1.808389425,2152
