Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Limestone,,,None,,2.052080477,4844,1
Sandstone,19.33455185,,None,0.305018649,3.398001959,3911,0
Sandstone,,519.120052,Anticline,0.194556161,,,0
Limestone,4.68107434,137.5855541,None,0.373548554,,,0
Shale,5.237695537,936.2119564,Dome,0.643273994,4.956520297,4451,0
Limestone,,,Anticline,0.803705424,3.897890104,,1
Limestone,,,None,,1.155273098,828,0
Limestone,,,Dome,0.379213415,2.766548561,631,0
Sandstone,,,None,0.665646596,1.441306715,,0
Shale,20.67363271,793.215151,Dome,0.304394353,4.504471041,4931,0
Shale,25.06620674,246.5924993,Fault,0.916767503,3.468042972,,0
Sandstone,20.10097613,953.3709406,Dome,0.777901494,,1095,1
Limestone,5.966751088,833.5734318,Anticline,0.646879543,,1954,1
Sandstone,5.82820713,398.6084311,Dome,0.482014893,3.718788811,,0
Sandstone,21.35333835,,Fault,0.493015462,2.867880439,2792,0
Limestone,,824.3558196,Dome,0.749876455,1.616256179,4808,0
Sandstone,3.135836636,842.8522493,Dome,0.977435665,,,1
Shale,24.23596937,,Anticline,,,1420,0
Shale,,752.3073091,Fault,0.53015032,3.617684676,4673,0
Shale,6.692590036,,Anticline,0.519447738,,3806,0
Sandstone,,894.7032755,None,0.290579229,1.331139335,997,0
Limestone,24.54901528,,Anticline,,2.445464514,1603,1
Shale,16.6447739,380.2999035,Fault,0.450189826,1.11697015,4204,0
Limestone,15.83502113,974.7152305,None,,0.40379545,,1
Sandstone,,,Dome,,,4007,0
Limestone,3.075875947,325.8959702,Dome,0.898067857,1.221126668,,1
Limestone,10.329241,,Anticline,0.014081286,,3499,0
Shale,,651.1518875,None,0.973840265,,1934,0
Shale,5.578845227,359.1491236,Fault,0.245887586,3.349979368,,0
Shale,22.57037108,,Fault,0.384583793,0.83395859,,0
Sandstone,17.6443112,384.7307963,Dome,0.326565455,4.17413549,,0
Shale,4.042417954,,Fault,0.835536961,2.221965635,591,0
Sandstone,8.014322096,,Fault,0.201905121,,,0
Shale,11.31536375,102.7887554,Anticline,0.866783778,,,0
Sandstone,,496.6255724,Fault,,0.443926378,4286,0
Sandstone,2.999557425,,Anticline,,3.747517596,,0
Limestone,9.929758428,362.021229,None,0.408548732,0.47896942,971,0
Sandstone,8.869951178,596.9194847,Fault,,,3699,1
Sandstone,18.12391887,,Dome,0.604600508,3.213702133,,1
Shale,14.49035567,425.9092613,Anticline,,,696,1
Sandstone,18.08009883,667.6944357,None,0.510427196,,2278,0
Shale,,,Anticline,0.050539637,,1141,0
Limestone,11.90367976,,Dome,0.59778431,4.70289177,1525,0
Shale,18.17261192,,Dome,0.517343206,3.714018728,3102,0
Limestone,,303.4448229,Fault,0.259228195,0.898533329,,0
Shale,0.087351535,696.1924693,Dome,0.772631389,0.923688708,3917,0
Shale,,,Anticline,0.873923679,,3778,0
Sandstone,8.08253668,,Anticline,0.307863291,2.528053214,4401,0
Shale,12.18035405,955.2875255,Fault,0.328567419,3.750527487,,0
Sandstone,11.64296206,401.9957192,Anticline,0.487980155,2.038754373,1526,0
Limestone,29.78830397,209.1524283,Anticline,0.366716501,4.629229744,1105,0
Shale,20.93148923,,Fault,,1.064619412,3981,0
Sandstone,,,Anticline,0.401255535,1.236716033,982,0
Shale,21.60304964,,Dome,,1.708864335,850,0
Limestone,5.539537377,,None,0.015460775,,4659,0
Shale,4.594044018,,Fault,0.905509081,4.239191096,4765,0
Limestone,,463.6549159,Dome,0.25867524,1.320370186,,0
Shale,18.57612952,,Anticline,,,,0
Shale,,348.7223005,Fault,0.681698495,2.654298877,,0
Limestone,,800.560293,None,0.374579607,4.312991852,2385,0
Limestone,,,Anticline,,3.387127596,,1
Sandstone,29.83745967,615.0264779,Anticline,,,,1
Limestone,8.990060515,568.2602831,None,0.102814386,1.114331549,,0
Shale,2.612136167,,None,0.148687895,,,0
Limestone,2.627738922,,None,0.379744535,,,0
Sandstone,21.20155731,311.6011168,None,0.070085642,4.189937383,2728,0
Limestone,2.293195831,,None,,,1862,0
Sandstone,,856.7963628,Dome,0.276570315,,1524,0
Limestone,,942.6600978,Fault,0.432647825,,,0
Limestone,3.834355331,185.065225,Anticline,,4.2793789,1404,0
Limestone,0.913734242,362.0896337,Fault,,0.058761298,4181,1
Sandstone,13.5978505,399.2357005,Dome,0.877950681,3.601268217,,1
Limestone,10.4661125,503.2809271,Anticline,,,3378,0
Limestone,2.909362875,,None,0.539604735,0.548321107,,0
Limestone,25.0780647,333.7402228,Anticline,0.302419556,,,0
Limestone,18.09118665,787.1816798,Dome,0.194869082,,4484,1
Shale,20.56321567,855.4530598,None,0.892871252,,,1
Limestone,28.65068759,,Dome,,,3811,1
Limestone,7.830851746,,Dome,,4.822569167,,0
Sandstone,,,Anticline,0.794343344,0.023001514,1569,0
Shale,19.594102,,Anticline,0.056194937,4.367376268,2726,0
Shale,4.294840734,23.58183492,Fault,,,,0
Sandstone,26.80214187,,Dome,0.704578628,,,1
Sandstone,25.89027138,402.7290239,Anticline,0.571809995,4.482953103,4085,0
Limestone,20.50303461,,None,0.949963913,0.694504231,2989,1
Limestone,,148.2170378,None,0.159642519,4.122084165,4024,0
Limestone,,118.482017,Dome,0.125796992,2.803262293,2084,0
Limestone,8.747643845,883.2825123,Fault,,1.538290064,,0
Limestone,,427.9808796,None,,2.844979174,3716,1
Shale,26.7561939,971.0043545,Anticline,0.058597636,3.478725448,,0
Shale,11.46756756,839.3531505,None,0.499380546,,,0
Sandstone,,,Fault,,1.575367308,4841,1
Shale,13.6829858,513.8806152,Anticline,,3.396946593,3845,1
Limestone,29.03219864,,Anticline,0.468255909,0.328337832,4598,0
Sandstone,5.246518086,,Fault,0.845968145,1.603928987,,1
Limestone,12.60999928,776.5053824,Fault,,,,0
Sandstone,,429.8918458,None,,,4327,1
Shale,26.87179067,970.6294678,None,0.395577915,4.233789653,,0
Limestone,10.17712022,197.6149377,Anticline,0.718448326,,870,1
Sandstone,15.75775256,810.7059701,None,0.978747915,0.141085704,,1
Limestone,27.85150517,14.06345764,Fault,,0.715847107,3759,1
Limestone,,,Anticline,0.565889756,0.160834623,,0
Limestone,3.723221031,,Fault,0.295306208,2.120152228,1438,0
Sandstone,18.07409492,737.2593154,Fault,0.451146043,3.365889346,4066,0
Sandstone,,347.0864161,Anticline,0.119071001,,,0
Shale,5.640471516,,Anticline,0.387121339,1.407069307,,0
Shale,29.79462311,178.0166187,Anticline,0.484846187,1.123410245,4045,0
Shale,26.77833984,791.2810713,Anticline,0.440467931,4.606879948,,1
Limestone,20.64992287,,Fault,,2.320370099,,0
Sandstone,1.524077691,154.464935,None,,2.284586752,,0
Sandstone,,279.806051,Anticline,,0.952806201,803,1
Limestone,8.707653161,738.7454882,None,0.553036853,0.458927155,1405,0
Limestone,18.91742825,407.1992472,None,0.428761508,3.9856942,,0
Limestone,26.98237567,382.6014862,Anticline,0.911183589,,4920,1
Limestone,,,None,0.970555286,0.57254393,,0
Sandstone,26.54423841,341.7616111,Dome,,1.913610802,3599,1
Sandstone,20.54319475,,Fault,,4.882381195,659,1
Shale,6.233502629,,Fault,,1.066850786,1912,0
Limestone,,368.9020551,Anticline,,,1485,0
Sandstone,21.98515012,474.6860143,Dome,0.144560854,,759,0
Sandstone,0.150796578,282.3976751,Anticline,0.291456271,4.099221759,1451,0
Shale,3.188355347,,Dome,0.702739488,3.566905556,3147,0
Shale,24.7659247,,None,,3.524785613,,0
Sandstone,,250.9960789,Fault,0.519249238,0.593837065,2590,0
Shale,4.632472726,402.288878,None,0.702309657,2.19947601,1419,1
Sandstone,12.8455182,,Fault,0.044518851,,1430,0
Shale,,873.3707018,Fault,0.371582099,3.675585942,,0
Limestone,28.07446872,,Anticline,0.688992568,,,1
Limestone,,,Anticline,,,3890,1
Limestone,,,None,,0.35826049,,1
Sandstone,8.77545061,,Fault,0.543929563,2.159602025,1461,0
Shale,26.27287617,887.1000825,Dome,0.895129481,4.153926471,3283,0
Sandstone,7.619542601,945.0924279,Anticline,0.991088155,1.543764932,2605,1
Shale,7.618133158,436.4125112,None,0.586384022,3.945998784,1486,0
Limestone,,,Dome,0.445887955,4.297402609,,0
Sandstone,24.19487838,,Fault,,1.631181121,2588,0
Sandstone,3.64815778,945.8853399,Dome,0.079469503,1.748002519,,0
Limestone,29.98403683,,None,,3.283516115,3939,0
Limestone,11.76801125,60.56589886,None,0.173361012,4.960985766,1714,0
Shale,,,Fault,,2.307464807,,1
Limestone,4.617585293,393.1336722,Fault,,,711,0
Sandstone,,990.2753741,Anticline,,2.417299215,941,0
Limestone,23.74229252,,Dome,,4.444147211,,0
Limestone,15.09537501,394.4907503,None,0.002794384,0.402626764,784,1
Sandstone,,791.506448,Anticline,0.255819803,1.240471056,1787,0
Sandstone,9.983426069,,Dome,0.930306913,1.313763539,3096,0
Shale,22.07753861,,Anticline,0.035195002,,,0
Shale,,911.6680217,Dome,0.490102082,2.526697059,4281,0
Sandstone,,684.1591876,Dome,0.96543956,,3353,1
Limestone,,109.1184201,Dome,0.764556633,3.751159994,,1
Sandstone,26.58864649,15.18795401,Fault,,,3088,1
Limestone,21.06470296,309.4832378,Fault,0.190849333,3.847942605,2498,0
Shale,2.472179156,,Fault,0.720825228,4.591202511,3810,1
Limestone,,305.5083315,Anticline,0.051703,1.193121219,,0
Sandstone,5.226320252,583.5171843,Dome,,,,1
Limestone,2.950347648,934.6024447,Fault,,2.422125977,1839,1
Shale,18.26393881,901.5701124,Dome,0.5871917,2.869308679,4383,1
Shale,,660.6929752,Anticline,0.815354134,,4858,0
Limestone,16.13348804,452.5917328,Dome,0.393720407,0.843279797,,0
Limestone,,516.8499522,None,0.292226855,3.674034155,,0
Limestone,,786.8802819,Fault,0.501853714,,,0
Sandstone,6.235311643,641.8193915,Dome,0.680415641,0.200022111,2693,1
Shale,18.75989879,809.2236668,None,,2.134142038,,0
Limestone,17.9879178,,Anticline,0.716307982,2.837039677,,1
Limestone,28.58018599,512.294591,Fault,,3.012222832,,0
Limestone,28.5245598,119.2269884,Fault,,,,0
Sandstone,22.55312363,108.4538304,Dome,,3.252499923,3214,1
Limestone,16.81739427,812.1695092,Dome,0.907639293,,866,1
Shale,20.61117452,,Fault,0.12501082,3.985890291,3161,0
Shale,0.84686279,536.0791671,Dome,0.012619862,1.673977705,4567,1
Sandstone,9.207135396,13.4131682,None,0.339165591,3.125809057,,0
Limestone,,944.2853498,Fault,0.868146649,,3804,1
Sandstone,20.16847958,,None,,,,0
Limestone,29.01790763,317.6839688,None,0.98181721,,,1
Sandstone,6.891069461,596.8498026,Dome,,0.915952005,,0
Shale,20.19334044,829.3659459,Dome,,2.36196087,,0
Shale,,503.760637,Fault,0.619183779,,3436,0
Sandstone,14.6435263,148.3763103,None,0.950107643,,1936,0
Sandstone,19.36787618,19.52964753,Anticline,0.353187601,0.097383852,,0
Shale,13.28488111,34.6166818,Anticline,0.861784847,,,0
Limestone,,322.9751759,Anticline,0.310696658,4.273600682,2241,0
Shale,20.90264445,,Dome,,,,0
Shale,0.892087839,,None,,3.352464476,2113,0
Limestone,23.66835372,911.6038128,Fault,0.071427647,0.299970031,1706,0
Limestone,29.83245803,,None,0.150311551,3.326957359,,0
Limestone,25.7628429,477.3609371,Fault,,1.638516744,2619,0
Sandstone,7.114333979,,None,0.38592143,4.365436976,3878,0
Shale,6.313790165,795.2923732,Dome,0.277894398,4.223474559,,0
Shale,,356.104392,Dome,0.463604322,4.394040495,,1
Sandstone,24.25184647,364.0098353,Dome,0.108795846,,,0
Sandstone,,712.3424792,None,,3.383057241,4807,0
Sandstone,20.17169438,,Anticline,,2.869407954,3949,0
Shale,13.7081655,,Dome,0.288953566,1.820474293,,0
Sandstone,,,Anticline,,,638,0
Limestone,10.29902908,715.0958814,Anticline,0.752343973,,572,1
Limestone,20.17044803,174.3871194,Fault,0.920328577,2.665607397,3628,1
Limestone,1.139279027,253.3019929,Anticline,0.333366638,0.179453821,,0
Sandstone,,245.3680574,None,0.865886091,3.67623953,,1
Sandstone,,651.9273491,Dome,0.28710818,,4731,0
Sandstone,23.06760134,,Dome,,0.582603736,3667,0
Sandstone,16.49293654,521.0065857,None,0.702494163,3.606642115,3101,0
Sandstone,6.410944247,341.5421325,None,0.123253708,,1956,0
Limestone,13.72725997,,Dome,0.727902383,,,0
Sandstone,,986.4612783,Anticline,0.763186438,0.128524301,,1
Shale,7.324848261,,Dome,0.268617957,,,0
Limestone,29.55523665,430.3072719,Dome,0.242180718,2.939949291,,0
Shale,9.438867268,,None,0.558192235,3.686093582,,0
Shale,18.08678648,,None,0.920713124,0.14598761,1593,0
Limestone,,737.8654929,Anticline,,,,0
Shale,,,Dome,,3.628539086,2927,0
Shale,,,None,,4.512583562,2740,0
Sandstone,,384.7227079,Anticline,,,,1
Limestone,,982.4413434,Dome,,,,1
Sandstone,25.90290044,49.77321988,None,0.71537054,1.287570009,3128,0
Sandstone,4.24851735,54.36034949,Anticline,0.818338336,3.25178201,2367,1
Sandstone,,986.3497261,None,0.529845803,4.043059013,1671,0
Limestone,19.23797128,329.9142353,Anticline,0.57367982,4.56314499,3770,0
Shale,15.98629304,693.0146438,Dome,0.444038663,4.697912358,2605,0
Sandstone,,,Anticline,0.896760048,4.478153694,607,1
Limestone,29.9495627,485.5702756,Dome,0.11442068,0.334342886,2785,0
Limestone,6.547796181,87.99496754,Fault,,4.563570432,,1
Shale,28.22639719,533.3574381,Dome,0.338597354,,4219,0
Sandstone,10.6246259,463.297181,Anticline,0.068620289,3.829399079,,0
Sandstone,1.665750984,,Fault,,3.509768887,1899,0
Shale,25.34912561,178.2542206,Dome,0.282008337,,4600,0
Shale,21.79813312,761.7800065,Fault,0.001365926,,1901,0
Shale,26.7567931,149.3689068,Anticline,0.412317578,2.397319723,755,0
Limestone,,525.2919336,None,0.73710698,4.363991489,,1
Limestone,,583.8385932,None,0.02291006,4.780833922,,0
Sandstone,7.416153568,869.9293544,Dome,0.181387987,1.357000798,,1
Shale,16.70196923,,None,0.467250848,,,0
Sandstone,,594.203662,Anticline,,3.724621336,1303,1
Limestone,1.866152746,713.7439031,None,0.841450673,2.06681698,1748,0
Sandstone,11.21841403,337.88269,Anticline,0.944908687,2.115436849,2327,1
Sandstone,27.00936719,,None,,1.745204978,1784,1
Sandstone,3.816746608,,None,0.255643672,2.372592668,778,0
Limestone,18.63679591,,Anticline,,,,1
Limestone,22.61304606,,None,,0.326852065,1700,0
Limestone,,675.7801624,Anticline,0.689912973,1.018483686,,0
Limestone,9.189029907,425.5702452,Dome,,3.526545303,808,1
Sandstone,7.502474067,670.7324881,Dome,,0.376501034,,0
Sandstone,24.09018091,316.2577349,Dome,,0.155340044,661,1
Limestone,29.2304837,,None,,3.569573709,,1
Limestone,,,Dome,0.793114377,,3438,1
Sandstone,29.48580354,561.558622,Anticline,0.994662299,3.990212217,,1
Sandstone,6.086195277,179.3055903,Anticline,0.620337805,,1837,1
Limestone,8.500922067,,Anticline,0.980533871,4.521051568,,1
Shale,9.966167128,,Anticline,0.774865268,,,0
Sandstone,,,Anticline,0.398487689,3.789974989,3449,0
Sandstone,0.437014643,229.1805526,None,,,4118,0
Sandstone,22.03050106,,Fault,0.551532489,,1978,0
Shale,0.943378652,,Dome,,4.892511916,2996,0
Shale,0.411995642,,Fault,0.121445267,1.993525633,,0
Limestone,13.43830921,,Fault,,1.142535728,4703,1
Sandstone,,667.5231543,None,0.655108971,2.05361785,,0
Limestone,11.43689858,159.3974123,Dome,0.621164096,1.228199048,,1
Limestone,,804.2187667,Anticline,0.107546262,3.602341586,2272,0
Sandstone,,48.75190995,Fault,,,765,1
Sandstone,15.17318502,,Fault,0.561535903,3.118201349,,0
Shale,22.57005534,795.8457035,Dome,0.729134384,3.655697793,,0
Shale,29.7831296,688.7993035,Anticline,0.232308776,3.419344989,1257,0
Sandstone,15.43685371,539.8399387,Anticline,0.739102857,3.305185163,647,1
Limestone,,,None,0.703618994,,4381,1
Limestone,21.17647334,,Anticline,0.661604882,1.521459293,1777,1
Limestone,29.19782649,497.273343,Fault,0.230989873,2.494856784,,0
Sandstone,,429.7613914,Dome,0.295371183,,,0
Sandstone,,366.3501413,Dome,0.458653616,,4514,0
Sandstone,,253.1900206,Fault,0.50825197,1.039540921,,0
Sandstone,,,Fault,0.400310899,2.697047306,4480,0
Limestone,17.21787408,129.1484957,Anticline,,3.807346645,,0
Shale,,947.9222985,Dome,0.139305867,3.276345874,4575,0
Sandstone,9.851564988,,None,,,,0
Shale,15.09131243,496.0290987,Anticline,0.655136477,,3548,0
Sandstone,7.793832485,,Dome,,,2427,1
Shale,5.752086522,742.9180579,Fault,0.880378725,,3252,1
Limestone,7.366518778,,Dome,,4.074916822,852,0
Limestone,22.87333566,,Dome,0.016077146,3.439897888,,0
Limestone,14.22018798,,Dome,0.209182253,3.056272532,760,1
Shale,,,None,0.1374155,,,0
Shale,5.929176618,758.6502322,Dome,0.710419801,3.00101104,,0
Limestone,,,None,,2.54138502,2603,0
Shale,25.75410758,,Dome,0.964436733,,,0
Sandstone,21.84036773,892.8498005,Anticline,0.368598695,0.601985877,3112,0
Limestone,6.454668649,,Anticline,0.059766608,,3105,1
Limestone,23.63226565,547.1328204,None,,,2139,1
Shale,22.37152999,155.338743,None,,2.999132847,2331,0
Shale,0.464947255,,Dome,,4.82915199,4558,0
Limestone,16.48027935,362.4082358,Dome,0.439009991,4.755010062,2534,1
Sandstone,26.7041416,825.3677419,Anticline,,,4882,0
Shale,11.59104411,689.1630104,Anticline,0.707865203,4.322081561,3626,0
Limestone,19.37277534,802.6158689,None,,4.688254926,4809,1
Limestone,13.14334953,,Dome,0.297663795,4.645854397,3252,1
Shale,6.104639837,716.8370861,None,0.152170716,0.705929923,4102,0
Limestone,,405.7525143,None,0.731107961,3.265682054,3417,1
Limestone,4.353167202,207.3825231,None,0.799714925,4.639909527,2479,0
Shale,29.2430953,,None,,2.907579172,,0
Limestone,4.474224778,462.8994224,None,0.950123455,1.55200151,1970,0
Sandstone,19.14966719,47.21193107,None,0.493690855,3.321967074,3479,0
Limestone,24.39449965,507.2765982,Dome,0.948243713,,2735,1
Sandstone,,,Dome,,3.890897434,,0
Limestone,16.41914232,,Fault,0.028184052,2.217600922,,0
Shale,29.93932367,905.9705457,Dome,,3.151248538,2606,0
Limestone,0.048035626,490.8600906,Dome,0.253358782,1.902161862,3228,0
Sandstone,28.3178485,,Dome,,2.234525459,2892,0
Limestone,1.653289198,518.0928669,Dome,0.402158997,,4206,0
Sandstone,24.76374977,880.0255279,Anticline,0.118975659,4.968353235,1150,1
Limestone,8.012250224,755.6756695,Dome,,4.393095279,3547,0
Shale,,882.7318132,Dome,,1.79779929,2269,0
Limestone,13.58441143,,None,0.342523507,,4370,0
Shale,18.32312192,149.2532948,None,0.986861703,2.526546397,4906,0
Sandstone,15.39781514,95.77584196,Fault,0.383726759,4.609840628,,1
Limestone,0.868329502,555.3767127,Dome,0.476619638,3.109372805,,0
Limestone,21.22606313,,Dome,0.823917028,3.455222725,4001,1
Sandstone,2.420093022,,Dome,0.315613626,0.662467668,514,0
Shale,26.02924844,894.0936861,Fault,0.632643636,3.358989483,,0
Shale,28.29185692,746.1183741,None,,0.357255437,,0
Shale,20.28376193,497.7052012,Fault,0.134846363,4.129075632,,0
Limestone,,866.7416207,None,0.35989851,1.952574864,,0
Limestone,20.36702527,691.382533,Dome,,1.032358498,1230,0
Limestone,26.60522708,753.5062791,None,0.039873622,0.982254667,,0
Shale,17.06949583,814.7392332,None,0.320824256,,4263,1
Sandstone,3.958959589,694.1515409,Fault,,,3579,1
Shale,20.82217001,,Fault,0.427015816,3.515080613,3602,0
Shale,0.726181333,878.9221571,Fault,0.26989719,2.191546931,2408,0
Shale,10.68784346,,Fault,0.17766823,3.865798749,779,0
Sandstone,20.98018399,,Dome,,,,0
Shale,1.086217845,,Anticline,0.095109374,1.46011042,697,0
Sandstone,24.80421338,655.1564887,Anticline,0.256948512,3.791801611,,0
Limestone,16.97064516,842.0887438,Fault,0.703753508,,,1
Shale,21.72697643,,None,,,2130,0
Sandstone,0.998039135,900.3346226,Anticline,0.404791594,1.077576992,3121,0
Sandstone,12.07180694,,Dome,0.029810723,,1685,0
Sandstone,4.688511286,560.6117237,None,0.382230708,4.57621655,,0
Shale,24.3077576,533.152995,Anticline,0.190178136,,,0
Limestone,,,None,0.347333766,0.196007495,,0
Sandstone,1.881665142,432.9500385,Anticline,,1.027293548,4711,1
Shale,11.06962838,20.08018056,Anticline,0.656007709,,,0
Sandstone,29.72137676,593.179527,Anticline,0.48144641,,3009,0
Shale,26.63618796,858.9165099,None,0.820660039,,4559,1
Sandstone,12.32127736,965.8729363,Dome,0.377348457,2.113039396,1303,1
Limestone,8.343874665,,Fault,,,2634,1
Limestone,,,Dome,,,2975,1
Limestone,25.49839488,,Anticline,0.133872969,1.803305621,729,0
Sandstone,16.6237849,,Dome,0.998048022,1.495059966,,0
Limestone,,,None,0.174510402,2.940210023,,1
Sandstone,4.006292685,,Fault,0.288824651,2.51356054,,0
Shale,18.61113756,253.0168205,Anticline,,,,0
Sandstone,3.678841499,,None,0.367376887,,4327,0
Shale,17.01386123,,None,0.100666387,0.485098157,,0
Limestone,10.36970807,,Fault,0.387741528,4.336131794,2962,0
Sandstone,12.33612202,719.0894267,None,,,,0
Limestone,,,Anticline,0.052673156,,2118,0
Limestone,5.182702687,,Anticline,0.797324463,0.356120144,4208,1
Sandstone,28.03620737,,None,0.740521037,,,1
Limestone,23.60125022,500.7312474,None,0.353398353,1.498327477,,0
Shale,5.733962653,,None,0.063957897,,,0
Shale,14.99049691,,Fault,,,3493,0
Sandstone,21.0343266,82.34626102,Dome,0.011521012,4.088052655,2378,0
Sandstone,17.38897375,440.9188488,Anticline,0.415496446,3.626825764,4609,0
Sandstone,20.35175657,,None,0.075248018,3.83415171,,0
Sandstone,22.04125711,823.5241295,Fault,,,1941,0
Shale,,177.5801106,Anticline,0.120380465,3.625673133,2067,0
Shale,18.14518288,,Anticline,0.181211617,4.014165221,2566,0
Sandstone,6.251987209,838.8585431,Fault,,2.325544781,4341,1
Limestone,4.62442573,148.962814,None,0.703107151,0.257990568,,0
Sandstone,18.72722211,898.2460265,Fault,0.862574354,1.672403041,1242,1
Shale,9.423294573,,Fault,,,3490,0
Shale,,,Anticline,0.356756679,3.303723593,,0
Limestone,7.324426815,,Dome,,,,0
Sandstone,11.37850175,,None,0.57831043,0.020428275,3319,0
Sandstone,5.597354978,375.455739,Anticline,0.270741813,3.78424416,1758,0
Shale,14.76696946,,Fault,0.511206743,,962,0
Limestone,2.248801304,544.3924759,None,,0.610049369,,0
Limestone,,,Dome,0.517381959,,2936,0
Sandstone,25.52855698,,Dome,0.205081584,,,0
Limestone,27.91927429,841.2039375,Anticline,0.197341418,,2553,1
Shale,13.52118175,511.4978268,Dome,0.991295807,3.990084176,,0
Sandstone,28.12984382,397.810097,Fault,0.806781712,,,1
Sandstone,,364.1945972,None,,3.443634744,3756,0
Limestone,25.66766682,115.5746285,Fault,,4.230434309,,1
Sandstone,,,None,,4.489976393,,0
Shale,,,None,0.04039968,2.249978936,,0
Sandstone,12.13473193,967.4342286,Anticline,,3.175693684,2331,0
Shale,27.93270872,,None,,,,0
Sandstone,20.42751638,382.3281093,Fault,0.30321247,,4710,0
Limestone,14.23304681,,Dome,0.668485427,,,1
Sandstone,,823.4453845,Fault,0.56998732,,1689,0
Shale,,,None,0.881959676,,,1
Shale,,488.0940218,None,0.652908105,4.489001848,908,0
Shale,28.36114949,,Anticline,0.813611515,0.939179811,2974,0
Sandstone,13.11516149,640.7702262,Anticline,,0.24921325,520,0
Limestone,22.46095435,531.8294709,Fault,,1.701524098,1042,1
Sandstone,3.583466519,241.4320771,Fault,0.500159006,,3561,0
Sandstone,11.95927483,820.6759482,None,0.638139488,1.188564101,709,0
Sandstone,2.847253238,137.5986673,Dome,0.305531166,1.653791436,,0
Limestone,24.46463297,642.2312357,None,0.326431149,2.247972522,891,0
Shale,26.48469488,,Dome,0.59053544,2.856368096,2784,0
Limestone,4.177405338,649.8828986,Fault,0.390729056,0.986928346,,1
Sandstone,,850.1898151,None,0.769968122,3.276694026,,0
Shale,29.50161661,324.5814112,Dome,,,1298,0
Limestone,18.58847781,648.4985963,Fault,0.558832318,2.329748132,,0
Sandstone,24.22036864,429.2191929,None,,0.589797557,2568,0
Limestone,3.857894579,,None,0.815472237,2.517742365,,0
Sandstone,20.13664669,931.8512103,Anticline,0.525543736,,948,0
Sandstone,3.942371486,400.5621625,None,,,1963,0
Sandstone,5.260027241,,Dome,,0.343631399,,1
Shale,13.1058011,,Fault,0.290734228,0.151151458,564,0
Sandstone,14.82472811,72.81423673,Fault,0.265405888,2.072003239,2022,0
Limestone,22.0871943,601.785599,Dome,0.541667159,,,0
Limestone,13.15947055,224.6822957,Fault,,0.041459041,1875,1
Shale,10.41862998,,None,,2.464241405,1598,0
Limestone,26.73600219,,Dome,0.941027083,2.380456949,2055,0
Sandstone,,,Anticline,0.747566234,4.169952629,4661,1
Limestone,27.4525,975.4628516,Fault,0.539981052,,4762,0
Sandstone,24.57702636,588.517093,Fault,,,,0
Sandstone,,337.6657885,Anticline,0.124671455,2.152190033,4844,0
Sandstone,16.40643521,601.7828385,Anticline,,,,1
Shale,2.421253626,179.0561888,Anticline,0.943011852,1.113803338,2248,0
Limestone,26.8090576,501.9459724,None,0.803019382,1.444077031,2026,1
Shale,,,Anticline,0.68567838,4.1616959,4172,0
Limestone,25.26046985,520.1482286,Anticline,0.291006794,2.105601421,,1
Sandstone,19.52499665,360.9608166,Fault,,3.125472793,,1
Shale,23.57437936,379.263741,Anticline,0.411430576,0.926520418,1966,1
Limestone,,850.951799,None,0.772935487,3.545608039,2160,0
Shale,,,Dome,0.721366564,3.706255854,4145,0
Shale,11.90843919,,Fault,0.78777148,3.457791834,,0
Sandstone,20.29933904,,Dome,,,1442,1
Limestone,,,Anticline,0.338754112,3.056995101,1541,0
Shale,8.570987821,399.9268202,Dome,,2.376091712,1344,0
Sandstone,28.67529442,765.3880077,None,0.808985401,1.728513524,3582,1
Limestone,,,Fault,0.759967032,,,1
Limestone,7.986945045,,Dome,,2.456578589,1903,1
Limestone,26.99229235,,Fault,,1.029196435,,1
Shale,24.67483948,,Fault,0.314557116,,,0
Shale,,,None,0.080217799,2.316305331,,0
Limestone,27.08116531,793.5047786,Dome,,3.115465637,2300,1
Limestone,22.85027629,,Anticline,,,,0
Shale,0.438847766,,None,0.181880698,4.226810783,,0
Shale,8.806043774,,Fault,0.647209134,1.139465489,4407,0
Limestone,15.65229677,,Fault,0.861814905,0.328253585,1487,1
Sandstone,3.931758924,347.6999789,Anticline,,,4755,1
Sandstone,20.09051917,,Fault,0.254482754,1.769819285,,0
Sandstone,22.48549245,199.2069586,Dome,0.855817856,3.203265829,4104,1
Shale,7.199680916,214.5265218,None,0.471516371,,2680,1
Sandstone,,782.1706644,Dome,0.065940888,2.815558772,2535,0
Shale,16.92850505,,Fault,0.79055368,1.50225395,3518,0
Shale,19.45364743,,Fault,0.147470605,,,0
Shale,21.45801248,,None,0.698168411,1.526844221,3217,0
Shale,5.282478991,483.7654454,None,0.578988916,0.441488739,1517,0
Sandstone,13.42508669,466.478007,None,,,,0
Limestone,10.69826739,263.1978511,Anticline,0.024225862,2.202704439,4186,0
Shale,14.38557711,,None,,,,0
Sandstone,,934.9768827,Fault,,0.05995622,,1
Shale,,651.5257838,Dome,0.966333434,1.662356135,,1
Shale,22.61341803,66.20472246,Dome,,3.377693858,,0
Limestone,,63.81290633,Anticline,,3.127348422,,0
Shale,21.90005163,301.3883786,Fault,0.952596749,,3495,0
